# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 298
#
# Samples: 26K of event 'cycles'
# Event count (approx.): 27671079937
#
# Overhead  Command          Shared Object                Symbol                                                   
# ........  ...............  ...........................  .........................................................
#
     0.00%  Web Content      libxul.so                    [.] mozilla::detail::MutexImpl::lock@plt
     0.00%  xfce4-terminal   libgtk-3.so.0.2404.6         [.] 0x000000000038eec0
     0.00%  iperf3           [kernel.kallsyms]            [k] x86_pmu_disable
     0.00%  Xorg             Xorg                         [.] 0x000000000005cbb6
     0.00%  Xorg             [kernel.kallsyms]            [k] alloc_skb_with_frags
     0.00%  Xorg             libglamoregl.so              [.] 0x000000000000faeb
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000205223
     0.00%  Xorg             libc-2.29.so                 [.] __libc_disable_asynccancel
     0.00%  firefox          libglib-2.0.so.0.6000.6      [.] 0x000000000001f410
     0.00%  swapper          [kernel.kallsyms]            [k] wlc_csa_get_csa_count
     0.00%  iperf3           [kernel.kallsyms]            [k] _raw_spin_lock_irq
     0.00%  Web Content      libc-2.29.so                 [.] __poll
     0.00%  Xorg             libc-2.29.so                 [.] ffs
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000001ce14b
     0.00%  Web Content      libxul.so                    [.] 0x0000000002ff7c4d
     0.00%  Xorg             nouveau_dri.so               [.] 0x000000000009b804
     0.00%  Xorg             libEGL.so.1.1.0              [.] 0x0000000000003f8a
     0.00%  Web Content      libxul.so                    [.] 0x000000000314a03e
     0.00%  xfwm4            xfwm4                        [.] 0x0000000000012a43
     0.00%  xfwm4            libpthread-2.29.so           [.] __pthread_equal
     0.00%  Xorg             libGLdispatch.so.0.0.0       [.] __glDispatchCheckMultithreaded
     0.00%  Web Content      libxul.so                    [.] 0x0000000002dcb1c3
     0.00%  Xorg             [kernel.kallsyms]            [k] rcu_cblist_dequeue
     0.00%  Xorg             libglamoregl.so              [.] 0x00000000000100ff
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000e7e03
     0.00%  ksoftirqd/3      [kernel.kallsyms]            [k] __build_skb_around
     0.00%  xfce4-terminal   libcairo.so.2.11600.0        [.] 0x00000000000671bd
     0.00%  WebExtensions    libc-2.29.so                 [.] __GI___strlen_sse2
     0.00%  WebExtensions    libxul.so                    [.] 0x0000000000e180c0
     0.00%  Xorg             libEGL_mesa.so.0.0.0         [.] 0x000000000001ca2d
     0.00%  Web Content      libxul.so                    [.] 0x00000000024c6bfe
     0.00%  Web Content      firefox                      [.] 0x000000000000fce6
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000059ac54
     0.00%  Web Content      libfreeblpriv3.so            [.] 0x000000000005e633
     0.00%  Xorg             [kernel.kallsyms]            [k] account_entity_dequeue
     0.00%  xfce4-terminal   libcairo.so.2.11600.0        [.] 0x000000000006a7af
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000172b84
     0.00%  xfce4-terminal   libgobject-2.0.so.0.6000.6   [.] g_type_value_table_peek
     0.00%  swapper          [kernel.kallsyms]            [k] account_process_tick
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000e3a65
     0.00%  swapper          [kernel.kallsyms]            [k] memchr_inv
     0.00%  Web Content      libxul.so                    [.] 0x0000000003022219
     0.00%  WebExtensions    [kernel.kallsyms]            [k] do_syscall_64
     0.00%  swapper          [kernel.kallsyms]            [k] hrtimer_try_to_cancel
     0.00%  Xorg             i965_dri.so                  [.] _glapi_set_context@plt
     0.00%  Xorg             Xorg                         [.] 0x00000000001bc383
     0.00%  Web Content      libxul.so                    [.] 0x00000000008fca16
     0.00%  rcu_sched        [kernel.kallsyms]            [k] update_sd_lb_stats
     0.00%  JS Watchdog      [kernel.kallsyms]            [k] psi_task_change
     0.00%  Xorg             [kernel.kallsyms]            [k] _copy_from_user
     0.00%  iperf3           libiperf.so.0.0.0            [.] iperf_run_client
     0.00%  xfwm4            [kernel.kallsyms]            [k] __kmalloc_node_track_caller
     0.00%  xfwm4            libXfixes.so.3.1.0           [.] XFixesFindDisplay
     0.00%  xfwm4            libX11.so.6.3.0              [.] 0x0000000000046284
     0.00%  xfce4-terminal   libgtk-3.so.0.2404.6         [.] 0x00000000002bfc0c
     0.00%  iperf3           [kernel.kallsyms]            [k] sk_page_frag_refill
     0.00%  xfwm4            libglib-2.0.so.0.6000.6      [.] g_source_get_time
     0.00%  ksoftirqd/2      [kernel.kallsyms]            [k] rcu_cblist_dequeue
     0.00%  Xorg             [kernel.kallsyms]            [k] __list_add_valid
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000001cd593
     0.00%  xfwm4            libGLX_mesa.so.0.0.0         [.] 0x000000000001ab54
     0.00%  xfce4-terminal   libcairo.so.2.11600.0        [.] 0x00000000000a24d0
     0.00%  xfwm4            [kernel.kallsyms]            [k] wq_worker_last_func
     0.00%  iperf3           [kernel.kallsyms]            [k] ksys_write
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000c1a07
     0.00%  firefox          libxul.so                    [.] 0x00000000010dc858
     0.00%  WebExtensions    libxul.so                    [.] 0x00000000017d4c43
     0.00%  Xorg             nouveau_dri.so               [.] 0x00000000000a7fa8
     0.00%  Xorg             libEGL_mesa.so.0.0.0         [.] 0x000000000000bc5a
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000001982f0
     0.00%  xfwm4            libX11.so.6.3.0              [.] _XSend
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000035d2b4
     0.00%  Xorg             [kernel.kallsyms]            [k] __i915_sw_fence_await_sw_fence
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000004b58f3
     0.00%  Xorg             Xorg                         [.] 0x000000000013b6b2
     0.00%  Web Content      libxul.so                    [.] 0x000000000095d978
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000231158
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000001999c5
     0.00%  WebExtensions    libxul.so                    [.] 0x000000000443f535
     0.00%  iperf3           [kernel.kallsyms]            [k] find_next_bit
     0.00%  firefox          [kernel.kallsyms]            [k] unix_poll
     0.00%  xfwm4            [kernel.kallsyms]            [k] schedule_hrtimeout_range_clock
     0.00%  Xorg             nouveau_dri.so               [.] 0x00000000005f11de
     0.00%  Xorg             nouveau_dri.so               [.] 0x0000000000331355
     0.00%  Xorg             [kernel.kallsyms]            [k] drm_vblank_enable
     0.00%  xfwm4            [kernel.kallsyms]            [k] dequeue_task_fair
     0.00%  Xorg             Xorg                         [.] 0x00000000000e7821
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000e3ad3
     0.00%  Xorg             libEGL.so.1.1.0              [.] 0x0000000000008da4
     0.00%  firefox          libpthread-2.29.so           [.] __pthread_getspecific
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3      [.] 0x0000000000034bd0
     0.00%  Xorg             Xorg                         [.] GetTimeInMillis
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000f3018
     0.00%  swapper          [kernel.kallsyms]            [k] hrtimer_forward
     0.00%  Xorg             [kernel.kallsyms]            [k] i915_gem_busy_ioctl
     0.00%  Xorg             [kernel.kallsyms]            [k] strcpy
     0.00%  xfwm4            [kernel.kallsyms]            [k] __sched_text_start
     0.00%  Xorg             Xorg                         [.] 0x00000000001bc39b
     0.00%  Xorg             [kernel.kallsyms]            [k] semaphore_notify
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000002314db
     0.00%  Xorg             libGLdispatch.so.0.0.0       [.] 0x0000000000042b44
     0.00%  Xorg             Xorg                         [.] 0x000000000005caaa
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000002028e8
     0.00%  Web Content      libxul.so                    [.] 0x000000000096db93
     0.00%  swapper          [kernel.kallsyms]            [k] cpu_load_update
     0.00%  xfwm4            libglib-2.0.so.0.6000.6      [.] 0x000000000004cd3b
     0.00%  Xorg             Xorg                         [.] 0x00000000001c2874
     0.00%  xfce4-terminal   libgobject-2.0.so.0.6000.6   [.] g_type_class_peek
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000c3220
     0.00%  Xorg             nouveau_dri.so               [.] 0x00000000000a7fab
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000236700
     0.00%  ksoftirqd/1      [kernel.kallsyms]            [k] dst_destroy
     0.00%  Xorg             libglamoregl.so              [.] 0x00000000000170a8
     0.00%  Xorg             Xorg                         [.] PictureGetFilterId
     0.00%  xfwm4            libglib-2.0.so.0.6000.6      [.] g_ptr_array_remove_range
     0.00%  Web Content      libxul.so                    [.] 0x0000000003145db2
     0.00%  Xorg             nouveau_dri.so               [.] 0x0000000000505578
     0.00%  Xorg             [kernel.kallsyms]            [k] insert_work
     0.00%  Xorg             [vdso]                       [.] __vdso_clock_gettime
     0.00%  xfwm4            [kernel.kallsyms]            [k] unix_write_space
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000c1959
     0.00%  xfce4-terminal   libgdk-3.so.0.2404.6         [.] 0x000000000002eb13
     0.00%  Xorg             libEGL_mesa.so.0.0.0         [.] 0x0000000000017603
     0.00%  Xorg             Xorg                         [.] 0x000000000013c5ae
     0.00%  Xorg             libc-2.29.so                 [.] __memmove_sse2_unaligned_erms
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000d1c78
     0.00%  Xorg             libdrm.so.2.4.0              [.] 0x0000000000004a44
     0.00%  Xorg             libglamoregl.so              [.] 0x000000000000a537
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000f06c4
     0.00%  xfwm4            [kernel.kallsyms]            [k] i915_request_alloc
     0.00%  xfwm4            [kernel.kallsyms]            [k] place_entity
     0.00%  Web Content      libxul.so                    [.] 0x00000000044015d3
     0.00%  Xorg             libc-2.29.so                 [.] malloc
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000c19fe
     0.00%  Timer            [kernel.kallsyms]            [k] rcu_note_context_switch
     0.00%  Xorg             libglamoregl.so              [.] 0x000000000000a51b
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000001cae13
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000059a437
     0.00%  Xorg             [kernel.kallsyms]            [k] timekeeping_advance
     0.00%  xfwm4            i965_dri.so                  [.] 0x000000000025e443
     0.00%  Xorg             Xorg                         [.] GetScratchGC
     0.00%  xfwm4            [kernel.kallsyms]            [k] copy_msghdr_from_user
     0.00%  swapper          [kernel.kallsyms]            [k] update_process_times
     0.00%  Xorg             [kernel.kallsyms]            [k] __start_cpu_write.part.0
     0.00%  Xorg             modesetting_drv.so           [.] 0x00000000000139e9
     0.00%  xfwm4            i965_dri.so                  [.] 0x0000000000179752
     0.00%  Xorg             Xorg                         [.] 0x0000000000064ed4
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000df723
     0.00%  swapper          [kernel.kallsyms]            [k] wlc_lcnphy_tempsense_degree
     0.00%  Web Content      libpthread-2.29.so           [.] __errno_location
     0.00%  Xorg             libglamoregl.so              [.] 0x00000000000206d0
     0.00%  Xorg             [kernel.kallsyms]            [k] update_load_avg
     0.00%  Xorg             [kernel.kallsyms]            [k] prepare_exit_to_usermode
     0.00%  Xorg             nouveau_dri.so               [.] 0x0000000000331212
     0.00%  Xorg             nouveau_dri.so               [.] 0x00000000005195ea
     0.00%  ksoftirqd/3      [kernel.kallsyms]            [k] record_times
     0.00%  iperf3           [kernel.kallsyms]            [k] __accumulate_pelt_segments
     0.00%  Web Content      libxul.so                    [.] 0x000000000303d84f
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000002314e5
     0.00%  Xorg             [kernel.kallsyms]            [k] __queue_work
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000199c7f
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000dc3f2
     0.00%  Xorg             [kernel.kallsyms]            [k] i915_gem_object_wait_reservation
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000c2223
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000016f4a3
     0.00%  Xorg             i965_dri.so                  [.] pthread_mutex_unlock@plt
     0.00%  Xorg             [kernel.kallsyms]            [k] __lru_cache_add
     0.00%  xfce4-terminal   libcairo.so.2.11600.0        [.] 0x000000000007944c
     0.00%  Xorg             [kernel.kallsyms]            [k] check_preempt_curr
     0.00%  Timer            [kernel.kallsyms]            [k] set_task_cpu
     0.00%  xfwm4            [kernel.kallsyms]            [k] __fdget_pos
     0.00%  xfwm4            libglib-2.0.so.0.6000.6      [.] g_private_get
     0.00%  Xorg             libpixman-1.so.0.38.0        [.] 0x000000000000b594
     0.00%  swapper          [kernel.kallsyms]            [k] rcu_segcblist_ready_cbs
