# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 179
#
# Samples: 33K of event 'cycles'
# Event count (approx.): 25325405346
#
# Overhead  Command          Shared Object                           Symbol                                                      
# ........  ...............  ......................................  ............................................................
#
     0.02%  Xorg             [kernel.kallsyms]                       [k] do_syscall_64
     0.02%  iperf3           libiperf.so.0.0.0                       [.] iperf_run_client
     0.02%  iperf3           [kernel.kallsyms]                       [k] copyout
     0.02%  swapper          [kernel.kallsyms]                       [k] tick_nohz_get_sleep_length
     0.02%  swapper          [kernel.kallsyms]                       [k] pm_qos_request
     0.02%  iperf3           [kernel.kallsyms]                       [k] __sk_flush_backlog
     0.02%  Xorg             libGLdispatch.so.0.0.0                  [.] 0x000000000004dd0b
     0.02%  swapper          [kernel.kallsyms]                       [k] native_write_msr
     0.02%  iperf3           libiperf.so.0.0.0                       [.] 0x0000000000009064
     0.02%  iperf3           [kernel.kallsyms]                       [k] get_task_policy.part.0
     0.02%  iperf3           [kernel.kallsyms]                       [k] __update_load_avg_cfs_rq
     0.02%  iperf3           [kernel.kallsyms]                       [k] rt6_find_cached_rt.isra.0
     0.02%  swapper          [kernel.kallsyms]                       [k] tick_nohz_idle_enter
     0.02%  ksoftirqd/1      [kernel.kallsyms]                       [k] ip6_dst_destroy
     0.02%  iperf3           [kernel.kallsyms]                       [k] run_posix_cpu_timers
     0.02%  iperf3           [kernel.kallsyms]                       [k] inet_recvmsg
     0.02%  iperf3           [kernel.kallsyms]                       [k] cpuacct_account_field
     0.02%  iperf3           [kernel.kallsyms]                       [k] security_socket_sendmsg
     0.02%  iperf3           [kernel.kallsyms]                       [k] perf_event_task_tick
     0.02%  iperf3           [kernel.kallsyms]                       [k] check_preempt_curr
     0.02%  Xorg             libc-2.29.so                            [.] _int_malloc
     0.02%  swapper          [kernel.kallsyms]                       [k] __switch_to
     0.02%  swapper          [kernel.kallsyms]                       [k] kmem_cache_free
     0.02%  iperf3           [kernel.kallsyms]                       [k] jiffies_to_usecs
     0.02%  iperf3           [kernel.kallsyms]                       [k] unfreeze_partials.isra.0
     0.02%  swapper          [kernel.kallsyms]                       [k] cpuidle_enter_state
     0.02%  ksoftirqd/0      [kernel.kallsyms]                       [k] rcu_cblist_dequeue
     0.02%  iperf3           [kernel.kallsyms]                       [k] interrupt_entry
     0.02%  iperf3           [kernel.kallsyms]                       [k] get_partial_node.isra.0.part.0
     0.02%  iperf3           libiperf.so.0.0.0                       [.] 0x0000000000008ed3
     0.02%  iperf3           [kernel.kallsyms]                       [k] tcp_chrono_stop
     0.02%  Xorg             i965_dri.so                             [.] pthread_mutex_unlock@plt
     0.02%  Xorg             Xorg                                    [.] dixLookupResourceByType
     0.02%  iperf3           [kernel.kallsyms]                       [k] record_times
     0.02%  iperf3           [kernel.kallsyms]                       [k] minmax_running_min
     0.02%  iperf3           [kernel.kallsyms]                       [k] sock_zerocopy_put
     0.02%  iperf3           [kernel.kallsyms]                       [k] account_entity_enqueue
     0.02%  iperf3           [kernel.kallsyms]                       [k] tcp_send_ack
     0.02%  iperf3           [kernel.kallsyms]                       [k] cpumask_next
     0.02%  iperf3           [kernel.kallsyms]                       [k] update_cfs_group
     0.02%  iperf3           [kernel.kallsyms]                       [k] remove_wait_queue
     0.02%  swapper          [kernel.kallsyms]                       [k] __slab_free
     0.01%  iperf3           [kernel.kallsyms]                       [k] switch_fpu_return
     0.01%  iperf3           [kernel.kallsyms]                       [k] rw_verify_area
     0.01%  iperf3           [kernel.kallsyms]                       [k] tcp_rate_gen
     0.01%  xfce4-terminal   libglib-2.0.so.0.6000.6                 [.] g_atomic_ref_count_compare
     0.01%  iperf3           [kernel.kallsyms]                       [k] select_task_rq_fair
     0.01%  iperf3           libiperf.so.0.0.0                       [.] 0x0000000000008cb4
     0.01%  swapper          [kernel.kallsyms]                       [k] update_sd_lb_stats
     0.01%  iperf3           [kernel.kallsyms]                       [k] __update_idle_core
     0.01%  Xorg             i965_dri.so                             [.] 0x000000000059b960
     0.01%  Xorg             libfb.so                                [.] _fbGetWindowPixmap
     0.01%  ksoftirqd/0      [kernel.kallsyms]                       [k] dst_destroy
     0.01%  iperf3           [kernel.kallsyms]                       [k] memcmp
     0.01%  iperf3           [kernel.kallsyms]                       [k] poll_schedule_timeout.constprop.0
     0.01%  iperf3           [kernel.kallsyms]                       [k] sock_sendmsg
     0.01%  iperf3           [kernel.kallsyms]                       [k] nf_ip6_checksum
     0.01%  ksoftirqd/2      [kernel.kallsyms]                       [k] rcu_cblist_dequeue
     0.01%  swapper          [kernel.kallsyms]                       [k] __list_del_entry_valid
     0.01%  iperf3           [kernel.kallsyms]                       [k] set_fd_set.part.0
     0.01%  iperf3           [kernel.kallsyms]                       [k] hrtimer_start_range_ns
     0.01%  Xorg             libc-2.29.so                            [.] _int_free
     0.01%  iperf3           [kernel.kallsyms]                       [k] __switch_to
     0.01%  iperf3           [kernel.kallsyms]                       [k] tcp_newly_delivered
     0.01%  iperf3           [kernel.kallsyms]                       [k] update_vsyscall
     0.01%  iperf3           [kernel.kallsyms]                       [k] smp_apic_timer_interrupt
     0.01%  iperf3           [kernel.kallsyms]                       [k] trigger_load_balance
     0.01%  iperf3           [kernel.kallsyms]                       [k] minmax_subwin_update
     0.01%  Xorg             [kernel.kallsyms]                       [k] syscall_return_via_sysret
     0.01%  iperf3           [kernel.kallsyms]                       [k] poll_freewait
     0.01%  swapper          [kernel.kallsyms]                       [k] pick_next_entity
     0.01%  swapper          [kernel.kallsyms]                       [k] ktime_get
     0.01%  Xorg             [kernel.kallsyms]                       [k] intel_engine_cmd_parser
     0.01%  iperf3           [kernel.kallsyms]                       [k] rcu_sched_clock_irq
     0.01%  iperf3           [kernel.kallsyms]                       [k] __sk_mem_raise_allocated
     0.01%  iperf3           [kernel.kallsyms]                       [k] tcp_push
     0.01%  Xorg             [kernel.kallsyms]                       [k] eb_lookup_vmas
     0.01%  xfwm4            libc-2.29.so                            [.] malloc
     0.01%  iperf3           [kernel.kallsyms]                       [k] run_timer_softirq
     0.01%  Xorg             [kernel.kallsyms]                       [k] i915_vma_move_to_active
     0.01%  iperf3           [kernel.kallsyms]                       [k] nf_checksum
     0.01%  iperf3           [kernel.kallsyms]                       [k] __rt6_find_exception_rcu
     0.01%  iperf3           [kernel.kallsyms]                       [k] poll_select_set_timeout
     0.01%  iperf3           [kernel.kallsyms]                       [k] __cgroup_account_cputime_field
     0.01%  swapper          [kernel.kallsyms]                       [k] __switch_to_xtra
     0.01%  swapper          [kernel.kallsyms]                       [k] ip6t_do_table
     0.01%  iperf3           [kernel.kallsyms]                       [k] timekeeping_advance
     0.01%  iperf3           [kernel.kallsyms]                       [k] pollwake
     0.01%  iperf3           libiperf.so.0.0.0                       [.] 0x00000000000096c4
     0.01%  Xorg             libc-2.29.so                            [.] __memcmp_sse4_1
     0.01%  Xorg             Xorg                                    [.] ReadRequestFromClient
     0.01%  iperf3           [kernel.kallsyms]                       [k] bpf_fd_pass
     0.01%  xfwm4            [kernel.kallsyms]                       [k] __fget
     0.01%  Xorg             libc-2.29.so                            [.] malloc_consolidate
     0.01%  iperf3           [kernel.kallsyms]                       [k] __x86_indirect_thunk_rbp
     0.01%  iperf3           [kernel.kallsyms]                       [k] deactivate_task
     0.01%  iperf3           [kernel.kallsyms]                       [k] ipv6_conntrack_in
     0.01%  iperf3           [kernel.kallsyms]                       [k] tcp_rack_advance
     0.01%  xfwm4            [kernel.kallsyms]                       [k] psi_task_change
     0.01%  iperf3           [kernel.kallsyms]                       [k] pvclock_gtod_notify
     0.01%  iperf3           [kernel.kallsyms]                       [k] dequeue_task_fair
     0.01%  Xorg             [kernel.kallsyms]                       [k] sock_write_iter
     0.01%  iperf3           [kernel.kallsyms]                       [k] ip6_route_lookup
     0.01%  Xorg             [kernel.kallsyms]                       [k] i915_gem_do_execbuffer
     0.01%  iperf3           [kernel.kallsyms]                       [k] task_tick_fair
     0.01%  iperf3           [kernel.kallsyms]                       [k] ktime_get_update_offsets_now
     0.01%  iperf3           [kernel.kallsyms]                       [k] __hrtimer_init
     0.01%  iperf3           libiperf.so.0.0.0                       [.] 0x0000000000009233
     0.01%  swapper          [kernel.kallsyms]                       [k] load_new_mm_cr3
     0.01%  iperf3           [kernel.kallsyms]                       [k] timekeeping_update
     0.01%  Xorg             Xorg                                    [.] GetExtensionEntry
     0.01%  iperf3           [kernel.kallsyms]                       [k] selinux_socket_recvmsg
     0.01%  iperf3           [kernel.kallsyms]                       [k] inet_sendmsg
     0.01%  Xorg             [kernel.kallsyms]                       [k] drm_rect_clip_scaled
     0.01%  swapper          [kernel.kallsyms]                       [k] pick_next_task_fair
     0.01%  xfwm4            [kernel.kallsyms]                       [k] gen7_render_get_cmd_length_mask
     0.01%  iperf3           [kernel.kallsyms]                       [k] rcu_qs
     0.01%  ksoftirqd/0      [kernel.kallsyms]                       [k] ip6_dst_destroy
     0.01%  iperf3           [kernel.kallsyms]                       [k] nohz_balance_exit_idle
     0.01%  swapper          [kernel.kallsyms]                       [k] set_next_entity
     0.01%  swapper          [kernel.kallsyms]                       [k] cpuidle_governor_latency_req
     0.01%  Xorg             Xorg                                    [.] 0x000000000013b5e3
     0.01%  ksoftirqd/3      [kernel.kallsyms]                       [k] __slab_free
     0.01%  iperf3           [vdso]                                  [.] 0x00000000000005d0
