# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 223
#
# Samples: 27K of event 'cycles'
# Event count (approx.): 25727937029
#
# Overhead  Command          Shared Object                            Symbol                                                   
# ........  ...............  .......................................  .........................................................
#
     0.01%  iperf3           [kernel.kallsyms]                        [k] fib6_select_path
     0.01%  iperf3           [kernel.kallsyms]                        [k] skb_split
     0.01%  ksoftirqd/2      [kernel.kallsyms]                        [k] check_preempt_curr
     0.01%  swapper          [kernel.kallsyms]                        [k] tick_check_broadcast_expired
     0.01%  iperf3           libiperf.so.0.0.0                        [.] 0x0000000000009864
     0.00%  ksoftirqd/2      [kernel.kallsyms]                        [k] mod_timer
     0.00%  swapper          [kernel.kallsyms]                        [k] menu_reflect
     0.00%  iperf3           [kernel.kallsyms]                        [k] tcp_rbtree_insert
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] tcp_v6_inbound_md5_hash
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] skb_defer_rx_timestamp
     0.00%  swapper          [kernel.kallsyms]                        [k] rcu_idle_exit
     0.00%  ksoftirqd/2      [kernel.kallsyms]                        [k] rcu_cblist_dequeue
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] mod_timer
     0.00%  Xorg             [kernel.kallsyms]                        [k] i915_vma_move_to_active
     0.00%  swapper          [kernel.kallsyms]                        [k] rebalance_domains
     0.00%  iperf3           [kernel.kallsyms]                        [k] profile_tick
     0.00%  iperf3           [kernel.kallsyms]                        [k] tcp_sndbuf_expand
     0.00%  Xorg             [kernel.kallsyms]                        [k] kfree
     0.00%  swapper          [kernel.kallsyms]                        [k] find_first_bit
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] __free_slab
     0.00%  Xorg             [kernel.kallsyms]                        [k] dequeue_entity
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] build_skb
     0.00%  iperf3           [kernel.kallsyms]                        [k] enter_lazy_tlb
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] prep_new_page
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] ip6_input
     0.00%  Xorg             [kernel.kallsyms]                        [k] try_to_wake_up
     0.00%  Xorg             libc-2.29.so                             [.] __strncmp_sse42
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] osl_readl
     0.00%  swapper          [kernel.kallsyms]                        [k] call_cpuidle
     0.00%  xfwm4            [kernel.kallsyms]                        [k] do_sys_poll
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] ip6_rcv_finish
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] dst_destroy
     0.00%  Xorg             [kernel.kallsyms]                        [k] kmalloc_slab
     0.00%  ksoftirqd/2      [kernel.kallsyms]                        [k] ip6_dst_destroy
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000ca464
     0.00%  xfwm4            libGLX_mesa.so.0.0.0                     [.] glPrimitiveBoundingBox
     0.00%  ksoftirqd/2      [kernel.kallsyms]                        [k] sock_put
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] __mod_zone_page_state
     0.00%  Xorg             libpthread-2.29.so                       [.] __pthread_mutex_unlock_usercnt
     0.00%  iperf3           [kernel.kallsyms]                        [k] check_preempt_curr
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] __copy_skb_header
     0.00%  xfwm4            [kernel.kallsyms]                        [k] psi_task_change
     0.00%  panel-12-netloa  [kernel.kallsyms]                        [k] __x64_sys_recvmsg
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] __inc_numa_state
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000018c6b7
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000001bc4c0
     0.00%  iperf3           [kernel.kallsyms]                        [k] free_one_page
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] policy_nodemask
     0.00%  tmux: server     libtinfo.so.6.1                          [.] _nc_tparm_analyze
     0.00%  iperf3           [kernel.kallsyms]                        [k] default_wake_function
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] tcp_try_coalesce
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] skb_put
     0.00%  Xorg             [kernel.kallsyms]                        [k] is_planar_yuv_format
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] rcu_core
     0.00%  panel-12-netloa  libgobject-2.0.so.0.6000.6               [.] g_type_check_instance_is_a
     0.00%  xfwm4            [kernel.kallsyms]                        [k] __fget
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] tcp_ack
     0.00%  Xorg             [kernel.kallsyms]                        [k] fput_many
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000f0889
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] memcpy
     0.00%  iperf3           [vdso]                                   [.] 0x0000000000000622
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000e88ba
     0.00%  iperf3           [kernel.kallsyms]                        [k] intel_pmu_disable_all
     0.00%  iperf3           [kernel.kallsyms]                        [k] get_random_u32
     0.00%  iperf3           [kernel.kallsyms]                        [k] ktime_get_update_offsets_now
     0.00%  iperf3           [kernel.kallsyms]                        [k] selinux_socket_sendmsg
     0.00%  Xorg             libEGL_mesa.so.0.0.0                     [.] 0x000000000001cbab
     0.00%  Xorg             libglapi.so.0.0.0                        [.] 0x000000000000e1ab
     0.00%  iperf3           [kernel.kallsyms]                        [k] tcp_rack_advance
     0.00%  Xorg             [kernel.kallsyms]                        [k] update_blocked_averages
     0.00%  iperf3           [kernel.kallsyms]                        [k] update_cfs_rq_h_load
     0.00%  Xorg             [kernel.kallsyms]                        [k] drm_lease_owner
     0.00%  iperf3           [kernel.kallsyms]                        [k] 0x00007fffc13eeaab
     0.00%  swapper          [kernel.kallsyms]                        [k] rb_erase
     0.00%  iperf3           libiperf.so.0.0.0                        [.] 0x00000000000096c4
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] cpu_load_update
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] timerqueue_add
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] run_posix_cpu_timers
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] skb_gro_reset_offset
     0.00%  Xorg             [kernel.kallsyms]                        [k] hrtimer_start_range_ns
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] ip6_rcv_finish
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] tcp_try_coalesce
     0.00%  Xorg             libpthread-2.29.so                       [.] __pthread_mutex_unlock
     0.00%  swapper          [kernel.kallsyms]                        [k] rcu_dynticks_eqs_exit
     0.00%  Xorg             libpixman-1.so.0.38.0                    [.] pixman_region_intersect
     0.00%  Xorg             [kernel.kallsyms]                        [k] __pm_runtime_resume
     0.00%  iperf3           [kernel.kallsyms]                        [k] __acct_update_integrals
     0.00%  swapper          [kernel.kallsyms]                        [k] cpuidle_reflect
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] __pskb_trim_head
     0.00%  xfwm4            [kernel.kallsyms]                        [k] do_syscall_64
     0.00%  iperf3           [kernel.kallsyms]                        [k] hrtimer_active
     0.00%  Xorg             [kernel.kallsyms]                        [k] perf_event_task_tick
     0.00%  tmux: server     libc-2.29.so                             [.] _int_malloc
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                  [.] g_string_insert_unichar
     0.00%  Xorg             libGL.so.1.7.0                           [.] glDisable
     0.00%  swapper          [kernel.kallsyms]                        [k] delay_tsc
     0.00%  iperf3           [kernel.kallsyms]                        [k] nf_nat_ipv6_out
     0.00%  Xorg             [kernel.kallsyms]                        [k] get_mem_cgroup_from_mm
     0.00%  swapper          [kernel.kallsyms]                        [k] __bitmap_and
     0.00%  Xorg             [kernel.kallsyms]                        [k] gen7_render_ring_flush
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] free_unref_page
     0.00%  Xorg             libc-2.29.so                             [.] realloc
     0.00%  tmux: server     [kernel.kallsyms]                        [k] n_tty_poll
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000bd7dd
     0.00%  swapper          [kernel.kallsyms]                        [k] dst_destroy_rcu
     0.00%  ksoftirqd/2      [kernel.kallsyms]                        [k] __tcp_select_window
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000003606a8
     0.00%  ksoftirqd/2      [kernel.kallsyms]                        [k] 0x00007fffc13eeab7
     0.00%  migration/2      [kernel.kallsyms]                        [k] psi_task_change
     0.00%  Xorg             [kernel.kallsyms]                        [k] rb_erase
     0.00%  Xorg             [kernel.kallsyms]                        [k] i915_terminally_wedged
     0.00%  iperf3           [kernel.kallsyms]                        [k] __wake_up_common_lock
     0.00%  swapper          [kernel.kallsyms]                        [k] run_local_timers
     0.00%  xfwm4            xfwm4                                    [.] 0x000000000001b8cb
     0.00%  Xorg             [kernel.kallsyms]                        [k] psi_task_change
     0.00%  swapper          [kernel.kallsyms]                        [k] __copy_skb_header
     0.00%  iperf3           [kernel.kallsyms]                        [k] apic_timer_interrupt
     0.00%  Xorg             [kernel.kallsyms]                        [k] i915_gem_madvise_ioctl
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000001fb5b4
     0.00%  Xorg             Xorg                                     [.] dixLookupResourceByClass
     0.00%  xfwm4            libX11.so.6.3.0                          [.] _XReply
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000016acf1
     0.00%  iperf3           libiperf.so.0.0.0                        [.] 0x0000000000008d94
     0.00%  xfwm4            libX11.so.6.3.0                          [.] _XSend
     0.00%  swapper          [kernel.kallsyms]                        [k] nohz_balance_enter_idle
     0.00%  iperf3           [kernel.kallsyms]                        [k] check_cfs_rq_runtime
     0.00%  iperf3           [kernel.kallsyms]                        [k] __sk_flush_backlog
     0.00%  Xorg             [kernel.kallsyms]                        [k] i915_gem_throttle_ioctl
     0.00%  xfwm4            libpthread-2.29.so                       [.] __pthread_getspecific
     0.00%  iperf3           [kernel.kallsyms]                        [k] native_apic_mem_write
